nct_id,description
NCT04447599,"The purpose of the study is to use a simple photography of conjunctival vessels to search for an association between conjunctival vessels abnormalities and the load of small vessel disease as quantified by MRI in patients with TIA s and minor strokes.

The artificial intelligence (AI) tools will permit to classify abnormalities of conjunctival vessels that predict the load of small vessel disease in TIAs and strokes."
NCT04468945,"The objective of the study is to determine the effects of Mirror therapy on upper limb function in a post-stroke patient, To determine the effects of Repetitive Facilitation Exercise on upper limb function in a post-stroke patient and To compare the effects of Mirror therapy versus Repetitive Facilitation Exercise on upper limb function in the post-stroke patient. Study Design is Randomized control trial with a sample size of 50 participants. Sampling Technique used is Non-probability purposive assessor-blinded sampling technique and randomization through sealed envelope method Duration of study was 6 months.Study Setting of Railway general hospital. Inclusion criteria had Hemiparetic patient, Sub-acute and chronic stroke patients, First-ever stroke patient, Age: 40-60, Gender: both male and female, MMSE >24, Modified Ashworth scale <3, Stable patient (Good sitting balance ) and No visual-spatial hemineglect. Exclusion criteria of Unstable patient, Uncooperative patient, Orthopedic deformity, Aphasia, Visual infection and joint pain (shoulder, elbow, wrist, hip, knee, ankle)"
NCT04726007,"Stroke is an independent risk factor for venous thrombosis (VTE), which leads to a significant increase in the mortality and disability rate after stroke. For patients with high risk factors for VTE such as advanced age, paralysis, infection, dehydration, etc., the incidence of death and disability is higher. Studies have shown that the incidence of deep vein thrombosis in bedridden ischemic stroke patients is about 20%, and the incidence of pulmonary embolism is about 2%, and causes 10% of post-stroke deaths. In order to prevent the occurrence of VTE, the American Heart Association, the American Stroke Association, the Cerebrovascular Disease Group of the Neurology Branch of the Chinese Medical Association, etc. pointed out in the guidelines that heparin or low molecular weight heparin should be used for stroke patients with ""restricted mobility"" or ""incapable mobility"" to prevent VTE. For patients with evidence of thrombosis or symptoms of DVT, antithrombotic therapy should be initiated immediately. Paradoxically, ischemic stroke significantly increases the risk of cerebral hemorrhage. Besides There is an increased risk of primary intracerebral hemorrhage (ICH) associated with aspirin or antiplatelet agent monotherapy and it is difficult to achieve a balance between preventing blood clots and reducing the risk of bleeding complications. In addition, stroke patients are elderly and have speech and intellectual impairment, and the non-specific symptoms and signs of intracranial hemorrhage caused by improper antithrombotic therapy make the rate of misdiagnosis and missed diagnosis extremely high. Therefore, clarifying the clinical characteristics of stroke patients with VTE and launching targeted interventions to effectively balance the risk of anti-thrombosis and bleeding have become the key to improving the prognosis of patients.

This study is based on real-world data to study the bleeding risk and antithrombotic treatment options in VaS (1) the risk factors associated with hemorrhage in patients with VTE after stroke; and (2) the characteristics and pharmacotherapeutics regimen of high-risk populations with VTE after stroke; and(3) the Optimal antithrombotic treatment regimen for patients with VTE after stroke, including the timing of starting and stopping the antithrombotic treatment, selection of varieties, dosage, and course of treatment, etc."
NCT04437654,"The purpose of this study is to investigate the efficacy and safety of non-vitamin K antagonist oral anticoagulants (NOAC) in atrial fibrillation patients with intermediate stroke risk (CHA2DS2-VASc score 1 for male, 2 for female).

A. Major safety results include major bleeding and clinically relevant non-major bleeding.

B. Major efficacy results include strokes, systemic embolism and mortality. C. Other results include myocardial infarction, pulmonary embolism, transient ischemic attack, hospitalization, drug compliance, quality of life questionnaire (AFEQT), cognitive function (KDSQ), aging questionnaire(K-Frail) and hand grip strength."
NCT05602922,"In this study, a prospective, randomized controlled method was adopted, with patients with post-stroke dysphagia as the main research objects, applying ""Liu-Zi-Jue"" to the patients for rehabilitation intervention, and to explore the effect of ""Liu-Zi-Jue"" on the swallowing function of patients with post-stroke dysphagia. In order to provide a safe and effective TCM treatment plan for patients with dysphagia after stroke, reduce the disability rate after stroke and improve the quality of life of patients."
NCT05029193,"Mindfulness is promising for individuals with neurological disorders and caregivers to improve psychological well-being. This study aims to determine the extent to which a 3-week online mindfulness intervention will improve quality of life and psychological well-being for chronic stroke survivors and their caregivers, compared to a waitlist control."
NCT03982251,"Whole body vibration (WBV) has been found to be useful in promoting bone health and muscle performance in older adults. To date, no study has examined the effects of different WBV frequencies on the properties of the muscle-bone unit in stroke patients. The overall aim of the proposed study is to compare the efficacy of different vibration frequencies on properties of the muscle function and bone turnover among people with chronic stroke.

It is hypothesized that the higher-vibration frequency protocol will lead to significantly better outcomes related to the bone turnover and muscle function."
NCT03957421,To determine the impact of underwater vs. land based exercise and/or gait training on functional mobility for patients with stroke.
NCT04431609,"Carotid Web located at the bulb level is a rare condition and is often associated with severe cerebral infarction in the carotid territory. This condition has been described predominantly in the black population. However, limited data are available for the epidemiology of carotid web and often result from selected population studies. It has been shown that the carotid web is a focal intimal dysplasia. Rate of ischemic stroke recurrence is high, even in patients treated with antiplatelet therapy. This subtle lesion is often unknown and misdiagnosed including in stroke unit. We assume that the implementation of a multicentric cohort would allow a comprehensive analysis of the carotid web condition."
NCT04415346,"Investigational Product: LIZTOX inj 100unit(HU-014)
Title : A Single Center, Phase I Clinical Trial to Evaluate the Safety of LIZTOX Inj in the Treatment of Post Stroke Upper Limb Spasticity
Sites and investigators : Asan Medical Center(Seoul), Min-ho Chun, M.D, Ph.D
Objective : To evaluate the safety of LIZTOX inj in the treatment of Post Stroke Upper Limb Spasticity"
NCT04154514,"Participants are seeking to unleash the full therapeutic potential of a newly developed, customizable and potentially commericializable 10-channel Functional Electrical Stimulation (FES) to rehabilitate the gait of chronic stroke survivors. Each subject will undergo 18-sessions (~1 month) FES training. Participants will utilize the theory of muscle synergies from motor neurosciences, which are defined as neural modules of motor control that coordinate the spatiotemporal activation patterns of multiple muscles, to guide our personal selections of muscles for FES. It is hypothesized that chronic stroke survivors will learn from FES stimulations, over several daily sessions, both by suppressing the original abnormal muscle synergies and by employing the normal muscle synergies as specified in the FES. It is also expected that the walk synergies of the paretic side of chronic stroke survivors should be more similar to healthy muscle synergies at the two post-training time points than before training."
NCT04152616,"One of the causes of disability in stroke patients is postural disturbances that result in postural asymmetry in the standing position, characterized during an evaluation on a force platform by a greater displacement of the center of pressure towards the lesion side and thus by a greater percentage of weight on the lower limb (Weight -Bearing Asymmetry (WBA)). Today, the mechanisms of balance disorders in standing position are better understood. Indeed, in addition to sensory and motor deficits, spatial cognitive disorders also contribute to these postural disturbances, particularly in right brain damage stroke. This would be the reason why patients with right brain damage have a more precarious and time-consuming balance to re-educate than patients with lesions located in the left hemisphere.

Postural disturbances can also result in a disturbance of balance in the sitting position, which is a poor prognosis for the acquisition of transfers, standing and walking. To date, seated postural disturbances are not perfectly described with many differences in the explanatory mechanisms found in the literature. Thus, some people notice a more pronounced asymmetry on the medio-lateral plane while others find a more pronounced imbalance at the antero-posterior plane.

Sitting posture disorders benefit from few instrumental measurement tools outside clinical measurement scales. A very wide variety of evaluation methods by instrumental measurements are proposed and not validated. Sensor pad, which are usually used to adjust the bases of pressure ulcer patients, may be useful in quantifying the postural balance. But since the involvement of the head and trunk in the sitting posture is well documented in the literature, the addition of an evaluation of the position of the trunk and head seems essential. To our knowledge, no author has proposed to quantify sitting balance disorders by combining a measure of support asymmetry by taking into account the posture of the trunk with that of the head."
NCT04087083,"The final goal of the present study is to propose a new approach and an innovative therapeutic plan in the post-stroke rehabilitation of elderly patients, focused on the use of robotic device, in order to obtain the beneficial effects of this treatment."
NCT04027985,"To explore the role of sonoelastography with shear wave velocity to assess poststroke spasticity of affected arm and forearm muscles in patients with stroke.
To investigate the effects of Kinesiotaping applications on motor recovery, functional performance, and spasticity of affected upper extremity in patients with subacute stroke."
NCT04265365,"Repetitive transcranial magnetic stimulation (rTMS) and repetitive peripheral magnetic stimulation (rPMS) are innovative treatments for patients with stroke. Therefore, the integrated therapy of rTMS and with repetitive peripheral magnetic stimulaiton (rPMS) is employed in this project. This proposal aims at exploring different novel treatment strategies in the treatment of UE dysfunction in patients with stroke: rTMS integrated with rPMS."
NCT01246882,"The purpose of this study is to determine the effects of daily feedback about physical activity (number of bouts of walking, duration of bouts, total walking distance, average and fastest walking speed) and walking average speed compared to feedback about walking speed only on walking-related outcomes during inpatient rehabilitation for stroke. For the first time, daily walking and other exercise will be monitored by bilateral triaxial accelerometers on the ankles. Activity-recognition algorithms will analyze the inpatient sensor data and return a summary to the participants at each site."
NCT03570281,"Purpose: Cancer-related hypercoagulability plays an important role in the development of cancer-related stroke. With rapidly aging population and increasing cancer prevalence, cancer related stroke has become an important stroke subtype. Recent studies suggest that hypercoagulability is associated with poor prognosis and effective correction of coagulopathy maybe protective for survival in cancer related stroke patients. Optimal strategies to correct coagulopathy in cancer stroke patient remains to be determined. Currently, the use of low molecular-weighted heparin is recommended in these patients, but non-vitamin K oral anticoagulants (NOACs) could be safe alternative without the need for injection subcutaneously. Furthermore, NOACs could be an optimal treatment strategy for cancer-related stroke in terms of correcting coagulopathy with less injection related complication (ex. pain and infection) compared to Enoxaparin."
NCT03527498,"There is no international application of infant running stimulation system to evaluate the brain injury in children with various stages of nerve and motor development in a large sample of studies. The study of neonatal brain injury is only limited to intraventricular hemorrhage(IVH),periventricular leukomalacia(PVL), Down's syndrome(DS), premature birth of these four conditions, and the number of samples in the single digits, there is no representative of the disease population. Therefore, from the newborn to the infant development of the critical period, the investigator will refer to the previous treadmill parameters set on the research results, optimize the application of neonatal treadmill. The study hypothesized that neonatal treadmill stimulation with brain-injured children could improve his / her staggered gait characteristics and long-term nerve development through large sample data. It is important to preserve and analyze the gait characteristics and the changes of nerve development in every stage of growth and development of neonates with brain injury so as to provide clinical evidence for rehabilitation intervention. It is of great significance to judge whether this technique can be used in the early stage of brain injury in neonates."
NCT03295773,This study is to elucidate the morphologic evolution and remodeling of ICAD under stringent control of cardiovascular risk factors.
NCT01400035,"Trial Title：The treatment of Vinpocetine（Cavinton）in patients with cerebral infarction, an open, randomized, multi-center control study

Objectives Evaluate the efficacy and safety of Vinpocetine（Cavinton）for treatment of cerebral infarction
Design Open, randomized, multi-center control study
Trial Population:Patients with acute cerebral infarction
Number of Subjects 720 patients in test group and 240 patients in control group, totally 960 patients will be recruited.

Administration Test group: intravenous infusion drip of Vinpocetine 30 mg and Citicoline 0.4g once daily; additionally oral take aspirin 75-100mg or clopidogrel sulfate tablets 75mg once a day.

Control group: intravenous infusion drip of Citicoline 0.4g once daily; additionally oral take aspirin 75-100mg or clopidogrel sulfate tablets 75mg once a day.

Outcome evaluation 6.1 Primary end points: 6.1.1 Modified Rankin Scale. 6.1.2 Mini-Mental State Examination (MMSE) 6.2 Second end points 6.2.1 Barthel index 6.2.2 NIHSS score 6.2.3 Transcranial Doppler (TCD) examination 6.3 Safety data 6.3.1 Serology, hepatic and renal function examination 6.3.2 Adverse events
Statistical Analysis: SPSS 11.0 will be used to make the data analysis."
NCT01400256,"The investigators hope to show that valsartan can be used safely in the setting of acute stroke to lower elevated blood pressure. There are novel properties of this class of drug (an angiotensive-receptor blocker or ARB), and promising human and animal data, that would suggest this drug can be safely used to lower blood pressure in the setting of acute stroke without compromising brain blood flow (i.e. cerebral perfusion). If this is proved to be the case, this compound could potentially be used routinely in this setting, with the hope of improving outcome. This pilot study may pave the way for a larger randomized trial looking at outcome measures in stroke patients. Further, a positive result in the this pilot study will serve as proof of concept that ARBs maintain cerebral perfusion while decreasing blood pressure, an overall favorable property."
NCT01404455,The investigators examined the predictability of stroke volume variation for fluid responsiveness in patients with wide pulse pressure undergoing off-pump coronary artery bypass graft
NCT01404546,This pilot study examined the effect of providing a 4 weeks of cost free quit smoking medications to smokers identified in a stroke prevention clinic who were interested in quitting smoking compared to providing a prescription for the medication only.
NCT01297413,The purpose of this study is to assess the safety and tolerability of allogeneic adult mesenchymal bone marrow cells administered intravenously to patients with ischemic stroke.
NCT01945515,"Study objective To evaluate the effect of robotic-assisted gait training combined with transcranial direct current stimulation (tDCS) as compared to that of robotic-assisted gait training on gait function of chronic stroke patients
Subjects chronic stroke patients with gait impairment

Methods

Group 1: Robotic-assisted gait training with anodal tDCS (45 min)
Group 2: Robotic-assisted gait training with sham tDCS (45 min)
Duration of treatment: 2 weeks, 5 times a week
Evaluation: Baseline, 1 day after the treatment, 4 weeks after the treatment"
NCT01410396,The aim of this study is to determine the yield of 3 weeks outpatient mobile cardiac monitoring for detection of atrial fibrillation in patients with history of stroke of known cause.
NCT01334749,"The primary aim of the DEDEMAS (Determinants of Dementia After Stroke) study is to identify predictors of post stroke dementia (PSD). A particular focus will be on biological markers (neuroimaging, biochemical markers derived from blood) and on interactions between vascular and neurodegenerative mechanisms. For this purpose patients with an acute stroke and without prior dementia will be followed for 10 years.

Note: Starting from 01.01.2014 this study is expanded to a multi-centric design funded by the German Center for Neurodegenerative Diseases (The DZNE - Mechanisms of Dementia After Stroke (DEMDAS) Study). This includes the following study sites: DZNE/München - Institute for Stroke and Dementia Research, Klinikum der Universität München (Coordinator); DZNE/Berlin - Neuroscience Research Center - Campus Mitte Charité; DZNE/Bonn - Klinik und Poliklinik für Neurologie, Universitätsklinikum Bonn; DZNE/Göttingen - University Medical Center Göttingen; DZNE/Magdeburg - Universitätsklinikum Magdeburg."
NCT01409265,"The perceptual change on stroke patients during the movement recovery and its relationship with social participation still remain unclear. The purposes of this study are: 1) to observe the progression of perception deficit and 2) to understand the relationships among perception deficit and other functional indicators.

A total of 90 stroke patients will be recruited. Each patient will receive three times evaluation, including perception tests, motor function test, daily living ability tests and social leisure participation questionnaires."
NCT01414686,"More than half of individuals post-stroke have residual movement disabilities, including reduced mobility, balance, and increased risk of falling. There is a need for innovative, long-term and economically-feasible interventions for those with chronic stroke. Recently, a focus has been placed on the use of virtual reality and interactive gaming as a low cost and effective manner of treating movement disorders. Yet few studies have investigated interactive gaming platforms effect on balance following stroke. The proposed study is a randomized, single-blind, control group cross-over study for individuals with chronic stroke designed to examine an innovative therapeutic approach by investigating the effects of commercially-available gaming systems on balance, mobility and fear of falling in a sample of individuals with chronic motor deficits following stroke."
NCT01418404,"In literature review, thermal stimulation (TS) intervention is effective in facilitating upper extremity functional recovery in stroke patients. In addition, several functional MRI studies have indicated that thermal stimuli promoted activation in the premotor and motor cortices of healthy participants. These imply the possibility of TS in cortical reorganization. However, there were no studies exploring the relationship of the TS intervention and cortical reorganization. By the functional recovery of stroke patients, findings of brain image and brain mapping, it could enhance the understanding the TS influences on brain reorganization. Regarding with clinical application of the TS intervention for improving functional performance of upper extremity in participants with stroke, the best parameters of TS intervention in clinical practice have not been decided. Therefore, this five-year study recruited three groups of stroke patients (acute, sub-acute, chronic) undergoing TS intervention with different parameters. Functional scales, kinematic data, brain image were taken in several timelines as outcome measures."
NCT04399200,"This prospective cohort study aims to compare the proportion of cardiac or cerebrovascular events after a first stroke, a first transient ischemic attack (TIA) or recurrent TIA, between sleep-disordered breathing (SDB) and non-SDB (control) patients, one year after SDB diagnosis, performed 3 months after stroke onset.

The primary outcome is a composite endpoint composed of cardiac or cerebrovascular events regrouping: death from any cardiac or cerebrovascular cause, non-fatal stroke, and non-fatal acute coronary disease.

1620 patients, in the acute phase of a first stroke, TIA or recurrent TIA will be included in the cohort.

Clinical, neuroimaging, sensorimotor, cognitive and biological parameters will be collected at inclusion. Three months after stroke or TIA onset, polysomnography will be performed for SDB diagnosis. Patients will be considered as having SDB for an Apnea-Hypopnea Index (AHI) > 15 events/hour, or to the control group otherwise. The same clinical, imaging, cognitive and biological assessments than during the first visit will be performed; incident (new) cardiovascular events will be collected. Three months later, and at 1, 2, 3, 4 and 5 years after SDB diagnosis, the same clinical, cognitive, sensorimotor, and sleep-related evaluations will be performed. In addition to the aforementioned parameters, incident cardiovascular outcomes will be collected, at the same time points. The primary study outcome will be retrieved one year after stroke onset."
NCT03551327,The purpose of this study is to assess whether a brief cognitive behavioural intervention for post-stroke fatigue leads to clinically relevant improvements in fatigue after 6 months.
NCT03468166,"In chronic stroke patients, the data for motor function and gait pattern analysis was obtained."
NCT03510312,A single-center cohort of patients with acute ischemic stroke and transient ischemic attack who admitted to the Severance hospital of Yonsei university and their long-term outcomes.
NCT03199833,"Stroke is the third most common cause of death and the main cause of acquired adult disability in high-income countries. The most common deficit after stroke is motor impairment of the contralateral arm, with more than 80% of stroke survivors experiencing this condition in the acute phase, and only half regaining some useful upper limb function after six months.

Within the European project RETRAINER (grant agreement No 644721), the consortium developed a platform for the rehabilitation of the upper limb after stroke, which combines a passive forearm-hand orthosis for hand-wrist motion stabilization, selective fingers constraining and grasp movement facilitation, Functional Electrical Stimulation (FES) of the extrinsic hand flexor muscles and of the extrinsic hand extensor muscles, interactive objects, and voluntary effort. The system also provides a graphical user interface which helps the therapist set the training session and save the training data and parameters, and provides the subject a visual feedback about his/her active involvement in the exercise. The training consists of the execution of a series of exercises involving the affected arm during daily life activities. Typical exercises include controlled wrist flexion and extension, controlled fingers flexion and extension, anterior reaching and grasping on a plane or in the space, moving an object on a plane or in the space.

The aim of this clinical study it to evaluate the efficacy of this novel training platform on patients between two weeks and nine months after their first stroke, who preserved at least a visible muscle contraction for the arm and shoulder muscles. Participants are randomized in an experimental and a control group. The control group is trained with an advanced rehabilitative program, including physical training, occupational therapy, FES, and virtual reality, while the experimental group is trained with the RETRAINER system for about 30 minutes, in addition to the same program of the control group. The daily training time is the same for the two groups. The intervention consists of three sessions a week for nine weeks. Patients are assessed at baseline, soon after the end of the intervention, and in a 4-week follow-up visits. It is planned to recruit 68 subjects for this study. Since the RETRAINER platform was built on the up-to-date theory of motor re-learning, which supports task-oriented repetitive training, a close temporal association between motor intention and stimulated motor response, and an intensive and frequent training paradigm, the study's hypothesis is that the experimental group shows a greater treatment effect than the control group."
NCT03428659,"In subacute stroke patients, dynamic time series data of brain imaging and motor function measurement were obtained from 7 days to 6 months (total 9 times) after stroke onset"
NCT03379532,"Stroke patients with severe upper limb movement deficits have limited treatment options and often remain severely handicapped at the chronic stage.

Recent findings have suggested that poor motor recovery can be due to severe damage of the cortico-spinal tract (CST), the neural fibres connecting the movement regions of the brain to the spinal cord. Hence, to improve recovery of upper limb movements it will be crucial to re-establish and strengthen CST projections.

Recent studies provided evidence that closed-loop brain computer interface-driven electrical stimulation of the paretic muscles can induce clinically important and lasting recovery of upper limb function, even in patients with chronic, severe motor affection. In this treatment approach, movement intentions of the patients are detected with electroencephalography and real-time analyses. This triggers an electrical stimulation of affected upper limb muscles.

In this study, the investigators hypothesize that neuromuscular electrical stimulation (NMES) applied contingent to voluntary activation of primary motor cortex, as detected by a brain-computer interface (BCI), can help restore CST projections. This might improve recovery of patients with severe upper limb movement deficits. Treatment will be started within the first 8 weeks after stroke onset."
NCT03317106,"this study examines the incidence of newly developed delirium in patients who admit to university hospital stroke unit for cerebral infarction, and analyze the association between delirium motor subtypes and short-term outcome in post-stroke delirium patients."
NCT03337867,"The present study aims at investigating the effects of intermittent theta-burst stimulation (iTBS) for motor recovery in recurrent stroke patients. Therefore a daily intervention of repetitive transcranial magnetic stimulation over 8 days combined with subsequent physiotherapy is compared to a control condition, sham stimulation combined with subsequent physiotherapy. Motor function, degree of disability and quality of life are examined in order to evaluate the effects of iTBS in the rehabilitation of recurrent stroke patients in the first weeks and after three months."
NCT03348215,"This series of single case studies aims to test the feasibility and acceptability of an enhanced treadmill system for the recovery of gait function in stroke survivors. Forty adult participants who have had a stroke in the past year that resulted in impaired gait function and are attending a local hospital for gait training, will be recruited. Participants will be asked to attend a rehabilitation clinic for seven weeks, three times a week where they will receive enhanced treadmill training supervised by a physiotherapist. Assessment sessions will take place in week 1, weeks 5 and 8, and after 3 months. Outcome measures recorded during assessment sessions will include gait variables (e.g. speed, cadence, step length and joint kinematics) measured overground and on the treadmill using motion capture technology and outside using body worn sensors (inertial motion unit). Participants will complete a questionnaire on their community walking habits and asked to wear a physical activity monitor for 48 hours to record stepping time.

The basic intervention will comprise of walking on a treadmill capable of adjusting its speed to match that of the user (using feedback from the motion capture system) and a large television screen showing a virtual reality scene (woodland walking) with visual perturbations (virtual obstacle avoidance). In addition participants will be divided equally and randomly (Latin square) to either wear an ankle foot orthosis (AFO group) or functional electrical stimulation (FES group) while walking on the treadmill but not provided for home use. Training sessions will last up to a max of 20 minutes, will be supervised by a physiotherapist and participants will wear a safety harness to remove any risk of trip falls. Any adverse event such as muscle/joint pain, illness or a fall at home will be recorded, participants and physiotherapists will also be asked for feedback on their experience with the treadmill system using questionnaires and semi-structured interviews"
NCT03292575,"Stroke is a major public health problem as it is very frequent (140,000 cases/year in France), and very serious (leading cause of death, 2nd leading cause of dementia, 3rd leading cause of handicap). Ischemic cardio-embolic stroke accounts for around 25% of ischemic strokes, and ischemic cardio-embolic stroke in a context of cardiac arrhythmia due to atrial fibrillation (CAAF) is the leading non-atheromatous cause. The aim of this study is to optimise the secondary prevention of CAAF-related stroke identified at the University Hospital of Dijon Burgundy in the framework of the recommendations of the '2010-2014 stroke plan' and the Compulsory Consultation at the 6th month (Directive DGOS//2015/262 of the 3rd August 2015)"
NCT03273101,"Background: It is unknown whether the self-initiated sit-to-stand training with assistive device is effective to regain the independence of sit-to-stand in stroke patients.

Objective: To compare the effectiveness of self-initiated sit-to-stand training by assistive device, with manual sit-to-stand training.

Design: Parallel randomised controlled and assessor blinded trial between Jan 2015 and May 2018. Randomisation was performed by drawing lots to allocate treatment to patient.

Setting: A rehabilitation hospital in Hong Kong

Participants: 69 patients in medical wards with unilateral hemiparetic stroke. 52 patients fulfilled the study requirements.

Intervention: Ten sessions of intervention with conventional physiotherapy program followed, by self-initiated sit-to-stand training with assistive device, or by manual sit-to-stand training.

Main outcome measure: Number of patients regained the independence of sit-to-stand, Sit-to-stand test from the balance master® and Five-repetitions sit-to-stand test.

Results: 69 patients (intervention n=36; control n=33) were randomized (mean age 69.8 (SD, 10.6), mean post stroke days 18.6 (SD 16.0)) for intention to treat analysis. 17 patients were excluded because of dropout before 10 sessions of training, leaving 52 (n=26; n=26) patients for per protocol analysis. 18 patients in intervention group and 10 patients in control group had regained the independence of sit-to-stand (Phil and Cramer's V: -0.31 and 0.31). The patients in intervention group were faster to complete the Five-repetition sit-to-stand test than the control group (32.7 secs (SD, 1.93) v 48.4 secs (SD, 6.8); 95% confidence interval, -30.8 to -0.7; p<0.05). No adverse side effects occurred during and after the training across groups.

Conclusions: Self-initiated sit-to-stand training by assistive device can help more stroke patients regain the independence of sit-to-stand."
NCT03261713,"Virtual reality (VR) training (VRT) uses computer software to track a user's movements and allow them to interact with a game presented on a TV. It is fun and engaging and may encourage the user to do more exercise. VRT is increasingly being used for rehabilitation after stroke. Patients often require ongoing therapy post-discharge from inpatient rehabilitation. Outpatient therapy may be unavailable due to waiting lists, transportation issues, distance etc.; therefore, home-based VRT may be the answer. Our objectives are to determine: 1) the feasibility of home-based VRT for stroke patients after discharge from hospital-based rehabilitation, and 2) the feasibility of a battery of outcome measures. Forty stroke rehabilitation patients will be recruited over 18 months and randomize them to experimental or control groups. VRT participants will be introduced to VRT at the hospital and a VRT system will be set up in their homes shortly after discharge. Control participants will be provided with games and apps on an iPad focusing on cognition and fine motor skills. Participants will be instructed to perform 30 minutes of VRT 5 days a week for 6 weeks. Training will be monitored remotely. Both groups will receive weekly phone calls to review their home activity and answer questions. Measurements will be made of standing balance and general function before and after training, and feasibility (compliance, enjoyment, safety)."
NCT03147053,"To explore the efficacy and safety of Jiedu Tongluo granules for post stroke depression. A randomized, double-blind, placebo-controlled clinical trial was designed. The treatment group was administered the Jiedu Tongluo granules, while the control group was administered the placebo."
NCT03259932,"After a minor stroke, patients frequently report complaints such as fatigue and difficulty with certain everyday motor tasks, leading to a marked deterioration in their quality of life. The aim of this study is to show that the implementation of a personalised physical activity programme, starting 1 month after the hospitalisation for minor stroke, significantly decreases the frequency of fatigue in these patients, in comparison with usual management ""in real life"".."
NCT03166696,"A registry of consecutive patients who were admitted and diagnosed with acute myocardial infarction or acute cerebral infarction were conducted at the Guangdong General Hospital or the First Affiliated Hospital of Guangzhou University of Chinese Medicine, Yue Bei People's Hospital, China, between January 2000 and December 2016. The adverse clinical outcomes, including all-cause mortality, were followed from the date of admission for acute myocardial infarction or acute cerebral infarction until study end (December 31, 2016). All-cause mortality, including the date of death, was identified from the electronic hospitalization data, phone follow-up, and confirmed by the household registration (HUKOU) system, a record of registration required by law in China. Baseline characteristics, including major treatment of acute myocardial infarction or acute cerebral infarction, estimated glomerular filtration rate (eGFR) and proteinuria, were collected. Demographic data were determined from the electronic hospitalization data and electronic hospital discharge records. All comorbid conditions were identified using International Statistical Classification of Diseases, Tenth Revision (ICD-10), coding algorithms applied to electronic physician claims and electronic hospital discharge records. Life style (smoking), treatment regimen at discharge, including angiotensin-converting enzyme inhibitor (ACEI), angiotensin II receptor blocker (ARB), were determined from the electronic hospitalization data."
NCT05254964,"Altered brain networks, including cognitive, motor, and language networks, are investigated by intensive cognitive rehabilitation in subacute stroke patients."
NCT03433235,"The investigators hypothesize that earlier initiation of edoxaban in AF-related stroke patients may significantly reduce the early recurrence of ischemic stroke, compared with conventional strategy of anticoagulation following 1-3-6-12 rule. To expedite the verification of the hypothesis, the investigators are planning to use diffusion weighted imaging (DWI), which has been reported to be a surrogate to predict both short-term and long-term prognosis after stroke, to detect the recurrent ischemic events. Because data on the early anticoagulation in patients with AF-related stroke are limited, the investigators decided to perform a pilot study before establishing an appropriate clinical trial protocol. This study will help estimate the efficacy and safety of early administration of edoxaban, and determine the sample size of a following clinical trial. To ensure the safety in this pilot exploration, the investigators will not include patients with severe ischemic strokes, who are often prone to experience hemorrhagic transformation in the acute post-stroke period."
NCT03124147,This study will compare the effectiveness of different polarities of transcranial direct current stimulation paired with intensive motor training in recovery of upper extremity function in individuals with severe post-stroke hemiparesis. The hypothesis is that more severely impaired individuals will derive greater benefit from anodal stimulation of the ipsilesional hemisphere or cathodal stimulation of the contralesional hemisphere than dual stimulation (anodal applied to the ipsilesional hemisphere and cathodal applied to the contralesional hemisphere.)
NCT03104556,The MitraClip-procedure offers an interventional treatment for high risk patients with severe symptomatic mitral regurgitation. The number of new cerebral ischemic lesions without clinical manifestations is high. The aim of this study is to determine the frequency of cerebral embolisms and cerebral lesions during the MitraClip-procedure using transcranial doppler ultrasound and magnetic resonance imaging.
NCT05375578,"Descriptive analytical study to translate WQ in Urdu Language. The WQ is in English Language the name of the author of WQ is Van der Ham Et al and firstly introduced in 2013. The reliability of this English tool is 0.70 to 0.80 it has been translated in various Languages i.e Hungarian, Dutch and Chinese and suffering from stroke. But it was not translated in Urdu Language. No such study has been previously conducted in Pakistan region which translates the scale and follows the proper cross-cultural adaptation"
NCT03103230,"The purpose of this study is to study, among the aphasic person, if motor function ( studied by Motor Evoked Potentials) performed within the first 14 days after a stroke can predict a good recovery from aphasia 6 months of the initial episode."
NCT02473549,"Many individuals are often left with problems moving their arm and hand, months to even years after a stroke. Recent progress in research suggests the application of non-invasive brain stimulation, such as transcranial direct current stimulation (TDCS), in conjunction with rehabilitation exercises can further improve a person's ability to move after stroke. However, the problem is that this doesn't work for everyone, and researchers do not know why. One reason may be that TDCS is currently applied using a one-size-fits-all approach. Researchers apply the same type of TDCS to everyone, assuming the stroke affects everyone in the same way. But, researchers know this is not the case. For example, each person will likely have different amounts of damage to brain regions that control movements. A better understanding of how the stroke uniquely affects a person's brain will help us to know which is the correct type of TDCS to apply for that person. Therefore, the objective of this research is to determine whether the amount of damage to brain regions that control movements can predict which type of TDCS will be more effective to help a person improve their ability to move. Participants will undergo 1 session of magnetic resonance imaging, and three sessions of TDCS."
NCT04798924,"This research aims to examine changes in plastic potential of the visual system with time from stroke affecting primary visual cortex. We will measure structural and mechanistic aspects of progressive degeneration along the early visual pathways, correlating them with changes in visual performance, and in responsiveness to visual restoration training. This project will advance both scientific knowledge, as well as technical capability and clinical practices for restoring vision and quality of life for people suffering from cortical blindness."
NCT01455935,The purpose of the trial is to study the safety and the effectiveness of using CT Perfusion studies as an indicator to treat stroke patients with unknown time of onset.
