"nct_id","brief_title","condition","intervention_type","intervention"
"NCT02476162","Assessing Blood Pressure Remotely in Childhood Cancer Survivors","Hypertension","Device","iHealth Wireless Blood Pressure Monitor"
"NCT00315224","Sports in Hypertension of the Elderly","Hypertension","Behavioral","heart-rate controlled 12 week exercise program"
"NCT02187497","Pharmacokinetics of BIBR 277 in Hypertensive Patients","Hypertension","Drug","High dose of BIBR 277"
"NCT02345122","CAMH PARTNERs Integrated Care Study","Depression","Behavioral","Intervention: Mental Health Technician"
"NCT04266288","Effectiveness of Ketamine for Depression and Suicidal Ideation in the Emergency Department","Depression","Drug","Ketamine"
"NCT00901992","Evaluation of a Self-management Oriented Diabetes Education Program for Intensified Insulin Therapy in Type 2 Diabetes","Type 2 Diabetes","Behavioral","MEDIAS 2 ICT"
"NCT01277809","The Effects of a Walking Program on Balance, Falls and Well Being in Individuals Residing in Long-term Care","Depression","Behavioral","Walking Program"
"NCT04057677","Exercise Training as an Intervention to Improve Muscle Function and Recovery Following Bed Rest in Older Adults With Type 2 Diabetes","Type 2 Diabetes","Behavioral","Bed Rest Intervention"
"NCT02019264","A Study to Evaluate the Effect of Long-term Treatment With BELVIQ (Lorcaserin HCl) on the Incidence of Major Adverse Cardiovascular Events and Conversion to Type 2 Diabetes Mellitus in Obese and Overweight Subjects With Cardiovascular Disease or Multiple Cardiovascular Risk Factors","Type 2 Diabetes","Drug","Lorcaserin hydrochloride"
"NCT00826774","Improving the Management of Obesity in Primary Care Practice (The Power-UP Trial)","Hypertension","Behavioral","Usual Care"
"NCT03249753","The Effect of Food Intake on the Pharmacokinetic of Single Dose SPH3127 Tablets in Chinese Health Subjects","Hypertension","Drug","SPH3127 200mg Panel A"
"NCT00095550","Irbesartan/Hydrochlorothiazide (HCTZ) Combination Therapy for Patients With Moderate Hypertension","Hypertension","Drug","Irbesartan/HCTZ"
"NCT02187497","Pharmacokinetics of BIBR 277 in Hypertensive Patients","Hypertension","Drug","Low dose of BIBR 277"
"NCT00826774","Improving the Management of Obesity in Primary Care Practice (The Power-UP Trial)","Hypertension","Behavioral","Brief Lifestyle Counseling"
"NCT05333627","Internet-delivered Cognitive Behaviour Therapy for Post-Secondary Students: Preference Trial for Various Course Durations","Depression","Behavioral","Wellbeing Course for Students (5 weeks)"
"NCT02222012","Neuromarkers Identification in Major Depressive Disorder Based on Monitoring Measures","Depression","Device","single channel ""Multiway Coil®"""
"NCT04754464","Clinical Study on the Effect of a Synbiotic on Body Fat Mass","Type 2 Diabetes","Dietary Supplement","synbiotic"
"NCT02729792","Canadian rTMS Treatment and Biomarker Network in Depression Trial","Depression","Device","rTMS"
"NCT00817375","Pharmacogenomic Study to Predict Antidepressant Responsiveness in Depressed Patients","Depression","Drug","SSRI treated group"
"NCT00182078","A Study of Sertraline to Prevent PTSD","Depression","Drug","Placebo"
"NCT04832009","Reversing Glucose and Lipid-mediated Vascular Dysfunction","Hypertension","Drug","Dextrose 20 % in 500 ML Injection"
"NCT03164642","Using the LENA System in Early Intervention","Depression","Behavioral","LENA with Feedback"
"NCT00927550","Lithium and Standard Therapy in Resistant Depression","Depression","Drug","lithium"
"NCT01971047","Safety and Efficacy Study of Correcting Hyperglycemia in Patients With Diabetes Having Out-patient Surgery","Type 2 Diabetes","Drug","Humalog"
"NCT01977794","Fixed Dose Combination of Bisoprolol and Amlodipine in the Treatment of Hypertension","Hypertension","Drug","Bisoprolol/Amlodipine (Bisoprolol failed group)"
"NCT01106287","Single Doses of MK-0941 in Type 2 Diabetics (MK-0941-027)","Type 2 Diabetes","Drug","MK-0941"
"NCT00705965","Effects of a Psychotherapy Intervention in Depressed Patients With Coronary Artery Disease","Depression","Behavioral","Information session"
"NCT04400162","Augmentation of Depression Treatment by Gamified Network Retraining","Depression","Behavioral","Usability of the CCT"
"NCT00316290","Integrated Parent Training for Treating Depression in Mothers of Children With Attention Deficit Hyperactivity Disorder","Depression","Behavioral","Integrated Parent Training"
"NCT01070238","Metabolic Response of Slow Released Carbohydrates in Diabetes Mellitus","Type 2 Diabetes","Dietary Supplement","Isomaltulose"
"NCT00486941","Lifestyle Intervention in Primary Health Care - the Björknäs Study","Type 2 Diabetes","Behavioral","Exercise and diet - based on DPS and DPP"
"NCT00093912","Clevidipine in the Perioperative Treatment of Hypertension (ECLISPE-SNP)","Hypertension","Drug","clevidipine"
"NCT00639613","The Role of Small Intestinal Endocrine Cells in Type 2 Diabetic Hyperglucagonemia","Type 2 Diabetes","Procedure","Double-balloon enteroscopy"
"NCT03188575","Effectiveness & Cost-effectiveness of Internet-delivered Interventions for Depression and Anxiety Disorders in IAPT","Depression","Behavioral","SilverCloud Internet-delivered Cognitive Behavioural Therapy"
"NCT00825526","HARMONY Study (Hypertension Analysis of Stress Reduction Using Mindfulness Meditation and Yoga)","Hypertension","Behavioral","Mindfulness Based Stress Reduction (MBSR) Therapy"
"NCT01652807","Yoga for Stress and Mental Health","Depression","Behavioral","Hatha Yoga"
"NCT02415426","Metacognitive Training Program With Depression","Depression","Behavioral","Metacognitive Training Program during mild to moderate depression"
"NCT00000522","Treatment of Mild Hypertension Study (TOMHS)","Hypertension","Behavioral","diet, sodium-restricted"
"NCT02250833","CKD-828 (80/5mg) Pharmacokinetic Study","Hypertension","Drug","CKD-828"
"NCT05400564","The Families and Middle School Success Project","Depression","Behavioral","Family Check-Up"
"NCT04689568","Improving Depression Via E-Health Access (IDEA) Study","Depression","Behavioral","Moodkit"
"NCT03860220","The Efficacy and Safety of Triple Therapy of Telmisartan/Amlodipine/Rosuvastatin","Hypertension","Drug","CADUET"
"NCT02089438","DPP-4 Inhibition, Incretins and Islet Function","Type 2 Diabetes","Drug","Sitagliptin"
"NCT02620163","Efficacy & Safety Study of YH22162 vs Telmisartan/Amlodipine in Patients With Hypertension Inappropriately Controlled on Telmisartan/Amlodipine Treatment","Hypertension","Drug","YH22162 80/5/25 mg"
"NCT01235910","Clinical Pharmacology of Aliskiren in Combination With Cyclosporine in Cardiac Transplantation","Hypertension","Drug","Aliskiren"
"NCT01360866","Safety and Tolerability of Oral OPC-34712 as Adjunctive Therapy in Adults With Major Depressive Disorder (the Orion Trial)","Depression","Drug","OPC-34712"
"NCT01046721","Study Looking at Cardiovascular Effects of Exenatide, Its Blood Pressure Lowering Effect and Its Mechanisms","Type 2 Diabetes","Drug","Exenatide"
"NCT00853957","Efficacy and Safety of Aliskiren Administered in Combination With Amlodipine Versus Amlodipine Alone in African American Patients With Stage 2 Hypertension","Hypertension","Drug","Amlodipine"
"NCT02122393","A Randomised Trial of Sertraline, Cognitive Behaviour Therapy & Combined Therapy for Postnatal Depression","Depression","Behavioral","Cognitive Behavioural Therapy"
"NCT02314195","Music Therapy in Obsessive Compulsive Disorder","Depression","Drug","Selective serotonin re-uptake inhibitor"
"NCT00484419","Effects of Colesevelam HCl, Rosiglitazone, Sitagliptin on Control of Blood Glucose and Lipids in Type 2 Diabetes Patients Whose Blood Glucose Isn't Completely Controlled With Metformin","Type 2 Diabetes","Drug","sitagliptin phosphate"
"NCT03373110","Healthy Hearts Healthy Minds","Depression","Behavioral","Online Mindfulness Based Cognitive Therapy"
"NCT00443755","Effect of Insulin Sensitizer Therapy on Atherothrombotic and Inflammatory Profiles Associated With Insulin Resistance","Type 2 Diabetes","Drug","pioglitazone"
"NCT01983735","Efficacy and Safety of TELMINUVO to Stage 2 Hypertension","Hypertension","Drug","S-amlodipine 2.5mg"
"NCT01379079","Aspirin in Reduction of Tension II Study","Hypertension","Drug","Acetylsalicylic acid lysinate"
"NCT05390502","Evaluation of a UC-wide Quality Improvement Effort to Improve Blood Pressure Control Using Remote (Home) Monitoring","Hypertension","Behavioral","manual monitoring and general education on use"
"NCT00704236","Improvement of Insulin Resistance With Traditional Chinese Treatment in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","Coptis Chinensis, Astragalus mambranesceus, Lonicera Japonica (Traditional Chinese Treatment)"
"NCT00221845","Effect of Strict Blood Pressure Control and ACE-Inhibition on Progression of Chronic Renal Failure in Pediatric Patients","Hypertension","Drug","Add-on Angiotensin Receptor Blockade"
"NCT02294539","Comparison of Effects Between Amlodipine and Hydrochlorothiazide in Combination With Losartan on 24-hr Central Blood Pressure in Hypertensive Patients","Hypertension","Drug","Losartan 50mg/amlodipine 5mg"
"NCT02360774","Mechanisms of Weight Loss With SGLT2 Inhibition","Type 2 Diabetes","Drug","Placebo"
"NCT02374567","Pharmacovigilance in Gerontopsychiatric Patients","Depression","Drug","Mirtazapine"
"NCT01405898","The Chronic Effects of Beetroot Juice in Hypertensive Subjects","Hypertension","Dietary Supplement","beetroot juice"
"NCT00252772","GALLANT 2 Tesaglitazar vs. Placebo","Type 2 Diabetes","Behavioral","Dietary and Lifestyle counseling"
"NCT02374567","Pharmacovigilance in Gerontopsychiatric Patients","Depression","Drug","Oxazepam"
"NCT01682837","Value of Liquid Potassium Magnesium Citrate in Controlling Hypertension","Hypertension","Drug","Potassium citrate powder"
"NCT02087956","Realizing Opportunities for Self Empowerment","Depression","Behavioral","Navigation"
"NCT00424541","Pharmacokinetic and Pharmacodynamic Profiles of Aliskiren in Japanese Patients With Mild to Moderate Essential Hypertension","Hypertension","Drug","SPP100 (aliskiren)"
"NCT02064764","Renal Nerve Denervation in Patients With Hypertension and Paroxysmal and Persistent Atrial Fibrillation","Hypertension","Device","Symplicity Spyral™ Multi-Electrode Renal Denervation Catheter"
"NCT01076140","Blood Pressure Effects of Nebivolol Versus Lisinopril in New Onset or Worsening Hypertension Induced by Bevacizumab","Hypertension","Drug","Lisinopril"
"NCT00443755","Effect of Insulin Sensitizer Therapy on Atherothrombotic and Inflammatory Profiles Associated With Insulin Resistance","Type 2 Diabetes","Drug","Placebo"
"NCT02288273","Study to Evaluate the Effect of BYDUREON on 24-hour Glucose Control in Metformin Treated Patients With Type 2 Diabetes.","Type 2 Diabetes","Drug","Placebo"
"NCT02388100","The GRADE Capillary Blood Collection Pilot Study","Type 2 Diabetes","Procedure","Capillary HbA1c collection"
"NCT00000377","Preventing the Return of Depression in Elderly Patients","Depression","Drug","Nortriptyline"
"NCT00200473","A Study of the Safety and Efficacy of Nebivolol in Hypertensive Patients","Hypertension","Drug","Nebivolol"
"NCT02770261","Phase III Clinical Trial to Evaluate the Efficacy and Safety of DP-R208 and Each Monotherapy","Hypertension","Drug","Rosuvastatin 20mg"
"NCT03617614","Evaluation of the Medical Psychiatry Alliance Senior's Outpatient Collaborative Care Project","Depression","Behavioral","Mood Consultation"
"NCT00219141","Aliskiren in Combination With Losartan Compared to Losartan on the Regression of Left Ventricular Hypertrophy in Overweight Patients With Essential Hypertension","Hypertension","Drug","Losartan 50/100 mg"
"NCT00633178","Effectiveness of Group Interpersonal Psychotherapy in Treating Women With Prenatal Depression","Depression","Behavioral","Group interpersonal therapy (IPT)"
"NCT05140070","Fruit and Vegetable Products Enriched With Fibre From Potato Starch With Prebiotic Properties for Children and Youth","Hypertension","Dietary Supplement","Vegetable and fruit mousse"
"NCT00365495","Influence of Physical Training on Mitochondrial Function in Type 2 Diabetic Patients","Type 2 Diabetes","Procedure","Physical training (aerobic training)"
"NCT04560296","Community-based E-Health Program for Older Adults Living With Chronic Diseases","Hypertension","Behavioral","Community-based E-Health Program"
"NCT00636766","Diagnosis and Therapy of Vulnerable Atherosclerotic Plaque","Type 2 Diabetes","Drug","metformin"
"NCT00428246","Study of Protective Effects of Paricalcitol on Inner Layer of Vessels and Its Protective Effect on Inflammation","Hypertension","Drug","paricalcitol"
"NCT02186496","Bioequivalence Study (Candesartan 8 mg and Amlodipine 5 mg)","Hypertension","Drug","CKD-330 8/5mg"
"NCT01822548","Effect of Vildagliptin vs. Glibenclamide on Circulating Endothelial Progenitor Cell Number Type 2 Diabetes","Type 2 Diabetes","Drug","Vildagliptin"
"NCT00223574","Canadian Trial of Dietary Carbohydrates in Diabetes","Type 2 Diabetes","Drug","low carbohydrate, high monounsaturate fat foods"
"NCT04610697","Cognitive Remediation in Forensic Mental Health Care","Depression","Behavioral","Active Control"
"NCT02673554","The Reduced Insulinotropic Effect of a Continuous Infusion Relative to a Bolus Injection of GIP","Type 2 Diabetes","Drug","GIP Bolus"
"NCT03211767","Double-Blind, Randomized, Cross-Over Trial of Aged Garlic Extract for Hypertension","Hypertension","Dietary Supplement","Placebo"
"NCT04002063","Does Adding a Tailored Cognitive Behavioral Therapy (CBT) Mobile Skills App Mediate Rates of Depression","Depression","Behavioral","CBT MobileWork-V plus CBT"
"NCT01918358","Safety and Pharmacokinetics Between Fixed-dose Combination VR 160/20 mg and Co-administration of Diovan® (Valsartan) Film-coated Tablet 160 mg and Crestor® (Rosuvastatin) 20 mg","Hypertension","Drug","Sequence 5 : Period 1 (VR 160/20 mg-2), Period 2 (VR 160/20 mg-1), Period 3 (V+R )"
"NCT01914432","Efficacy and Safety Study of YH16410 Versus Rosuvastatin and Telmisartan Monotherapies in Patients With Hypertension and Hyperlipidemia","Hypertension","Drug","Rosuvastatin placebo"
"NCT00018759","Treatment Effects on Platelet Calcium in Hypertensive and Depressed Patients","Hypertension","Drug","paroxetine"
"NCT03951207","Rosuvastatin/Amlodipine vs Atorvastatin/Amlodipine in Hypertension Patient With Dyslipidemia","Hypertension","Drug","Rosuampin 20/5mg"
"NCT00541879","Obesity and Diabetes Prevention Through Science Enrichment","Type 2 Diabetes","Behavioral","Program ENERGY"
"NCT02544295","Based-virtual Reality Diagnosis for Neuropsychiatric Diseases and Sleep/Wake Disorders","Depression","Behavioral","Clinical interview"
"NCT00285896","GLP-1 Infusion and Long-Time Fasting","Type 2 Diabetes","Drug","Glucagon-like-peptide-1 (7-36) amide"
"NCT04319094","PEERS Using Peer Mentors to Deliver Depression Care","Depression","Behavioral","PEERS"
"NCT01532219","Internet-delivered Psychodynamic Therapy for Depression and Anxiety Disorders","Depression","Behavioral","Internet-delivered Psychodynamic Treatment"
"NCT05570734","Latinos Understanding the Need for Adherence in Diabetes Using E-Health","Type 2 Diabetes","Behavioral","LUNA Care Coordination"
"NCT04591808","Efficacy and Safety of Atorvastatin + Perindopril Fixed-Dose Combination S05167 in Adult Patients With Arterial Hypertension and Dyslipidemia","Hypertension","Drug","Perindopril"
"NCT01948596","The Synchronized Trial on Expectant Mothers With Depressive Symptoms by Omega-3 PUFAs (SYNCHRO): Open Trial","Depression","Dietary Supplement","Omega-3 polyunsaturated fatty acids"
"NCT02506296","Glucose Response, Excursions And Treatment (GREAT) Study","Type 2 Diabetes","Device","Continuous glucose monitoring system."
"NCT01286233","Study of Biomarkers Associated With Fatigue in Patients With Early-Stage Breast Cancer Treated With Metformin or Placebo on NCIC-CTG-MA.32","Depression","Drug","Placebo"
"NCT01315756","Self-management in Type 2 Diabetes Patients Using the Few Touch Application","Type 2 Diabetes","Device","Use of Few Touch Application (FTA)"
"NCT03858881","Building Evidence-Based Supports for Teens Via Technology","Depression","Behavioral","SHARING FEELINGS PROGRAM"
"NCT05285501","Virtual Therapeutic Garden for Depressive Symptoms","Depression","Device","VRTierOne"
"NCT00471549","Simvastatin Reduces Circulating Osteoprotegerin Levels in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","Statin (simvastatin)"
"NCT04740840","Anti Inflammatory Treatment of Hypertension","Hypertension","Drug","Levamlodipine"
"NCT02566317","Stand & Move at Work","Hypertension","Device","Sit-Stand workstation"
"NCT02058160","Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination Versus Insulin Glargine in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","Insulin glargine/lixisenatide (HOE901/AVE0010)"
"NCT01337674","Co-Administration of MK-4618 With Antihypertensive Agents (MK-4618-010)","Hypertension","Drug","Amlodipine"
"NCT01569685","The Treatment of Traumatised Refugees With Sertraline Versus Venlafaxine in Combination With Psychotherapy","Depression","Drug","Venlafaxine"
"NCT01614366","DMTA07 Combine With Amlodipine Treatment in Patients With Hypertension","Hypertension","Drug","AM 5 + DM 0"
"NCT02312375","Effects of Fimasartan on Insulin Secretion in Type 2 Diabetic Patients","Hypertension","Drug","Amlodipine"
"NCT00849576","Effect of Treatment With Insulin VIAjectTM Compared to Regular Human Insulin and Insulin Lispro on Mealtime Blood Vessel Stress in Patients With Type 2 Diabetes Mellitus.","Type 2 Diabetes","Drug","Insulin VIAject™ (90%)"
"NCT02749032","Feed-Back Suppression of Meal-Induced Glucagon-like Peptide 1 (GLP-1) Secretion","Type 2 Diabetes","Drug","Metformin"
"NCT02853747","Exercise and Arterial Modulation in Youth","Hypertension","Behavioral","high-intensity-interval-training"
"NCT00183469","Maintenance Treatment of Bipolar Depression","Depression","Drug","Placebo"
"NCT00091962","Effectiveness of Depression Treatment Following Coronary Artery Bypass Surgery","Depression","Behavioral","Psychoeducation; Treatment recommendations"
"NCT00700271","Efficacy of a Combination of Amlodipine/Valsartan on 24H Blood Pressure Control With One Nocturnal or Diurnal Intake a Day","Hypertension","Drug","Amlodipine"
"NCT04932447","Breathing Training for Improving Cardiovascular Health in Older Adults With Sleep Apnea","Hypertension","Behavioral","Inspiratory Muscle Strength Training"
"NCT01902004","Brain Aging and Treatment Response in Geriatric Depression","Depression","Drug","Placebo"
"NCT04132973","Investigating Compassion-Based Guided Self-Help for Depression in People With Skin Conditions","Depression","Behavioral","Compassion for Skin Conditions"
"NCT03659149","Pharmacokinetics and Safety Profile of CKD-333","Hypertension","Drug","CKD-333 formulation II"
"NCT00653302","Phenotype Evaluation in Insulin Naive Patients Using Lantus (Insulin Glargine)","Type 2 Diabetes","Drug","Lantus (insulin glargine) + Glucophage (Metformin)"
"NCT01653678","Vitamin D and Omega-3 Hypertension Trial (VITAL Hypertension)","Hypertension","Drug","Fish oil placebo"
"NCT00171132","VALENCE: Valsartan Versus Atenolol on Exercise Capacity in Hypertensive Overweight Postmenopausal Women","Hypertension","Drug","valsartan"
"NCT04572035","Exercise + Self-Compassion Intervention for Depression","Depression","Behavioral","Behavioural Coaching"
"NCT00739973","Study to Evaluate the Efficacy and Safety of Aliskiren Alone and in Combination With Amlodipine in Essential Hypertension","Hypertension","Drug","Aliskiren/amlodipine 300/5 mg tablet"
"NCT04541797","Stress Cardiac Magnetic Resonance of Asymptomatic Type 2 Diabetics With Cardiovascular High Risk to Measure Empagliflozin Impact on Myocardial Blood Flow (CATCH-EM)","Type 2 Diabetes","Drug","Empagliflozin 10 MG"
"NCT00927394","Aliskiren and Valsartan vs Valsartan Alone in Patients With Stage II Systolic Hypertension and Type II Diabetes Mellitus","Hypertension","Drug","Valsartan"
"NCT04261361","Cognitive Behavioural Therapy for Adherence and Sub-clinical Depression for Type 2 Diabetes","Type 2 Diabetes","Behavioral","CBT-AD intervention"
"NCT04582916","PET Imaging of Cyclooxygenase in Participants With Major Depressive Disorder (MDD)","Depression","Drug","11CPS13"
"NCT00700271","Efficacy of a Combination of Amlodipine/Valsartan on 24H Blood Pressure Control With One Nocturnal or Diurnal Intake a Day","Hypertension","Drug","Valsartan"
"NCT00045916","Optimizing Electroconvulsive Therapy for Depression","Depression","Drug","Venlafaxine"
"NCT02544126","Computer-Based Intervention in HIV-Positive Young Adults","Depression","Behavioral","Screen-based health education"
"NCT05498688","The Acute Effect of Low-carb Diet on the Plasma Fatty Acid Composition in Type 2 Diabetes","Type 2 Diabetes","Dietary Supplement","Low carbohydrate"
"NCT03749278","Latina Friends Motivating the Soul (ALMA)","Depression","Behavioral","Latina Friends Motivating the Soul (ALMA)"
"NCT00419484","Effect of Pioglitazone on Cardiovascular Outcome on Higashi-Saitama Trial in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","pioglitazone"
"NCT02742467","Comparison of Three Combination Therapies in Lowering Blood Pressure in Black Africans","Hypertension","Drug","Perindopril plus Hydrochlorothiazide"
"NCT01591967","Measure the Effects of Specific Thoracic Chiropractic Adjustments on Blood Pressure and Pulse Rate","Hypertension","Device","Activator IV Adjusting Instrument"
"NCT00652405","Effect of Alcohol on Cephalic Phase Reflex and Gene Expression","Type 2 Diabetes","Dietary Supplement","alcohol"
"NCT02325089","ORal ApplianCes for sLeep Apnea of the Elderly","Hypertension","Device","Mandibular advancement device"
"NCT00463580","A Study of Infliximab for Treatment Resistant Major Depression","Depression","Drug","Placebo"
"NCT05054842","Clinical Study of Retagliptin Phosphate Combined With Metformin in the Treatment of Type 2 Diabetes","Type 2 Diabetes","Drug","Retagliptin phosphate tablets、metformin sustained-release tablets"
"NCT03105687","Effectiveness of SMS Reminders of Blood Pressure-lowering Drugs Intake","Hypertension","Behavioral","SMS reminders of medicines intake"
"NCT01625845","Anti-INFLammatory to Address Mood and Endothelial Dysfunction (INFLAMED)","Depression","Drug","Pentoxifylline"
"NCT04838457","Telehealth Treatment of Veterans With Alcohol Misuse at Risk for Cardiovascular Disease","Hypertension","Behavioral","Alcohol and CVD Management and Engagement through Telehealth and mHealth (ACME-TM)"
"NCT02022462","Project Bridge: Peer Health Navigator Intervention","Depression","Behavioral","Health Navigation"
"NCT02650544","Efficacy and Safety Analyses of Mirtazapine in NSCLC Patients With Depression","Depression","Drug","Placebo"
"NCT02853045","Comparison of Blood Pressure Control Achieved in Antihypertensive or Generic Drugs in Moderate to Severe Hypertensive Patients","Hypertension","Drug","period with generic then period with drug (trade name)"
"NCT00149331","The Effects of Two Education Strategies About Insulin on Patient Preferences and Perceptions About Insulin Therapy","Type 2 Diabetes","Behavioral","Structured education program"
"NCT01857167","Effect of Omega-3 Fatty Acids on Insulin Sensitivity in Chinese Type 2 Diabetic Patients","Type 2 Diabetes","Dietary Supplement","Fish Oil Supplementation"
"NCT01770756","FSU Hypertension Self-Care Training Study","Hypertension","Behavioral","Self-Care Training"
"NCT04978792","Does Cultivating Self-compassion Improve Resilience to Criticism and Improve Mental Health in Adults With ADHD?","Depression","Behavioral","Active Control"
"NCT01290575","Multiple Ascending Dose Study of BMS-820132 in Patients With Type 2 Diabetes","Type 2 Diabetes","Drug","BMS-820132"
"NCT01951339","Impact of Sitagliptin on Cardiovascular Exercise Performance in Type 2 Diabetes","Type 2 Diabetes","Drug","Placebo"
"NCT01274715","HOPE Pilot for Veterans With Complex Diabetes","Depression","Behavioral","Behavioral Health Coaching"
"NCT02496910","PK Study of YH22162 FDC Compared to Combination of Twynsta and Hygroton","Hypertension","Drug","Telmisartan/Amlodipine 80/5 mg (FDC)"
"NCT04005053","Signatures of N-Ac for Non-Suicidal Self-Injury in Adolescents","Depression","Drug","N-acetyl cysteine"
"NCT02511860","Burdock and Blood Pressure in African-American Women","Hypertension","Dietary Supplement","Placebo"
"NCT02231788","The Efficacy of a Combination of Telmisartan/S-Amlodipine Compared With Telmisartan Monotherapy","Hypertension","Drug","Telmitrend®Tab. 80mg"
"NCT05263037","EaseVRx-8w+ for the Treatment of Chronic Lower Back Pain","Depression","Device","EaseVRx"
"NCT00021528","Sequenced Treatment Alternatives to Relieve Depression (STAR*D)","Depression","Drug","citalopram"
"NCT05492955","Implementation of a Combination Intervention for Sustainable Blood Pressure Control","Hypertension","Behavioral","Community Health Worker Care Model"
"NCT04302493","Mindfulness Based Stress Reduction and Post-Stroke Cognition","Depression","Behavioral","Mindfulness Based Stress Reduction (MBSR)"
"NCT02743390","Effects of the TNF-alpha Inhibiton on Hemodynamic Parameters in Resistant Hypertension","Hypertension","Biological","Infliximab"
"NCT01779362","RISE Adult Medication Study","Type 2 Diabetes","Drug","Liraglutide"
"NCT02411006","Effect of Reminders on Adherence","Hypertension","Behavioral","Commitment mailing"
"NCT05143983","Perception of Music and Facial and Vocal Emotions in a Population With and Without Depression","Depression","Behavioral","Neutral valence music"
"NCT00803634","Clevidipine in the Treatment of Blood Pressure in Patients With Acute Heart Failure (PRONTO)","Hypertension","Drug","Clevidipine"
"NCT02256189","Sitagliptin and Glucagon Counterregulation","Type 2 Diabetes","Drug","Placebo"
"NCT00901992","Evaluation of a Self-management Oriented Diabetes Education Program for Intensified Insulin Therapy in Type 2 Diabetes","Type 2 Diabetes","Behavioral","Current ICT program (ACC-ICT)"
"NCT01575158","Citalopram vs Clomipramine vs Placebo in Recurrent Depression","Depression","Drug","Citalopram"
"NCT01324700","Antidepressant Treatment at an Inner City Asthma Clinic","Depression","Drug","Low severity group: Escitalopram"
"NCT04524104","Study of a PST-Trained Voice-Enabled Artificial Intelligence Counselor (SPEAC) for Adults With Emotional Distress (Phase 1)","Depression","Behavioral","Lumen Treatment"
"NCT01149265","Online Support Groups for Depression and Anxiety","Depression","Behavioral","Online support group"
"NCT00829400","Cognitive Training to Enhance VA Work Program Outcomes","Depression","Behavioral","Nintendo Brain Age"
"NCT01830530","HIGH Altitude CArdiovascular REsearch in the ANDES","Hypertension","Drug","placebo"
"NCT02230891","Biomarker Guided Therapies in Stage A/B Heart Failure","Hypertension","Drug","Spironolactone"
"NCT01541540","e-Counseling Promotes Blood Pressure Reduction and Therapeutic Lifestyle Change in Hypertension","Hypertension","Behavioral","Control"
"NCT01114100","The Effects of Treatment With Sertraline for Noncardiac Chest Pain","Depression","Drug","sertraline"
"NCT00192582","AIMHI NT Relapse Prevention Trial","Depression","Behavioral","Motivational Interview with care plan and education"
"NCT00000509","Potassium and Sodium to Control Blood Pressure in Hypertensives","Hypertension","Behavioral","diet, potassium-supplementation"
"NCT02905604","Magnetic Stimulation of the Brain in Schizophrenia or Depression","Depression","Device","dmPFC Sham iTBS"
"NCT05152277","Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of HRS9531 in Healthy Subjects","Type 2 Diabetes","Drug","HRS9531"
"NCT00732147","Effects of Pramlintide on Endogenous Production of Very-low-density-lipoprotein (VLDL)-Triglyceride and Glucose in the Post Prandial State in T2DM","Type 2 Diabetes","Drug","Pramlintide acetate"
"NCT05155436","Occurrence of Dyskalemia With Treatment for Hypertension","Hypertension","Drug","Fixed Dose Combination pill of Telmisartan 40mg and Amlodipine 5 mg"
"NCT00119821","Strategies to Reduce Weight Gain in Hypertensive Smokers","Hypertension","Behavioral","Exercise"
"NCT00076622","Medication Treatment for Depression in Nursing Home Residents","Depression","Drug","Antidepressant medication"
"NCT01876368","Efficacy and Safety of LCZ696 Compared to Olmesartan in Essential Hypertensive Patients Not Responsive to Olmesartan","Hypertension","Drug","Placebo of Olmesartan"
"NCT05563857","Viome Nutritional Programs to Improve Clinical Outcomes for Mental Health Conditions","Depression","Dietary Supplement","VIOME-designed condition-based supplements"
"NCT01094899","Abnormal Structure and Bone Density in Diabetes","Type 2 Diabetes","Radiation","Radiography"
"NCT01696435","VITAL-DEP: Depression Endpoint Prevention in the VITamin D and OmegA-3 TriaL","Depression","Dietary Supplement","Vitamin D placebo"
"NCT00984308","Diagnosis and Treatment of Sleep Apnea in Cerebrovascular Disease","Hypertension","Procedure","CPAP Therapy for Newly Diagnosed Obstructive Sleep Apnea (OSA)"
"NCT01092078","Community-based Approaches to Treating Hypertension and Colon Cancer Prevention","Hypertension","Behavioral","MINT"
"NCT02299193","Online CBT-I for High Blood Pressure","Hypertension","Behavioral","Healthy Sleep Habits"
"NCT02901249","Cost- Effectiveness and Quality of Life Assessment in Major Depression Disorder","Depression","Drug","sertraline"
"NCT00186212","Alternative Support for Rural and Isolated Women in an HMO","Depression","Behavioral","standard educational materials on breast cancer"
"NCT01938521","Effects of Red Grape Cells (RGC) Powder in Type 2 Diabetics","Type 2 Diabetes","Dietary Supplement","Red Grape Cells (RGC)"
"NCT00269269","Conditioned Placebo Effects and Treatment of Hypertension","Hypertension","Drug","antihypertensive drug"
"NCT03896334","Effect of Isometric Handgrip Training on Ambulatory Blood Pressure in Patients With Hypertension","Hypertension","Behavioral","Supervised Isometric Handgrip Training"
"NCT04347291","Mobile Phone Support for Adults and Support Persons to Live Well With Diabetes","Type 2 Diabetes","Behavioral","Print Materials"
