"nct_id","condition","intervention_type","intervention","overall_status","country","brief_title","study_description"
"NCT00361309","Liver Cancer","Drug","SU011248","Completed","United States","SU011248 in Advanced Hepatocellular Carcinoma","The main purpose of this study is to begin to collect information and try to learn whether SU011248 works in treating patients with advanced liver cancer. Laboratory studies have shown that SU011248 may block the growth of blood vessels in tumors, which may prevent tumors from growing any further."
"NCT00364286","Leukemia","Drug","Dasatinib (BMS-354825)","Completed","United States","Therapy of Chronic Lymphocytic Leukemia With Dasatinib (BMS-354825)","The goal of this clinical research study is to learn if dasatinib can help to control Chronic Lymphocytic Leukemia (CLL). The safety of the drug will also be studied.

Optional Procedures: You will be asked to have additional blood samples drawn. These samples will be used to see how the disease is responding to the drug."
"NCT00364286","Lymphoma","Drug","Dasatinib (BMS-354825)","Completed","United States","Therapy of Chronic Lymphocytic Leukemia With Dasatinib (BMS-354825)","The goal of this clinical research study is to learn if dasatinib can help to control Chronic Lymphocytic Leukemia (CLL). The safety of the drug will also be studied.

Optional Procedures: You will be asked to have additional blood samples drawn. These samples will be used to see how the disease is responding to the drug."
"NCT00364611","Breast Cancer","Drug","Bevacizumab","Completed","United States","Pilot Study of Docetaxel & Bevacizumab +/- Trastuzumab in First-Line Treatment of Patients With Metastatic Breast Cancer","Pilot, phase II, parallel-group, open-label, noncomparative, prospective, multicenter study designed to evaluate the progression-free survival of docetaxel and bevacizumab ± trastuzumab for the first-line treatment of participants with metastatic breast cancer. Participants were stratified according to human epidermal growth factor receptor-2 (HER2) status at the time of enrollment. HER2 negative participants were assigned to receive docetaxel and bevacizumab (DB). HER2 positive participants were assigned to receive docetaxel, bevacizumab, and trastuzumab (DBT).

All participants (except one) were off study treatment on 30 June 2011. All efficacy analysis and safety analysis was performed using the cut-off date of June 2011. One participant continued treatment till 11 March 2012. For this participant, adverse events were collected upto 19 April 2012 and included in the safety analysis."
"NCT00364611","Breast Cancer","Drug","Docetaxel","Completed","United States","Pilot Study of Docetaxel & Bevacizumab +/- Trastuzumab in First-Line Treatment of Patients With Metastatic Breast Cancer","Pilot, phase II, parallel-group, open-label, noncomparative, prospective, multicenter study designed to evaluate the progression-free survival of docetaxel and bevacizumab ± trastuzumab for the first-line treatment of participants with metastatic breast cancer. Participants were stratified according to human epidermal growth factor receptor-2 (HER2) status at the time of enrollment. HER2 negative participants were assigned to receive docetaxel and bevacizumab (DB). HER2 positive participants were assigned to receive docetaxel, bevacizumab, and trastuzumab (DBT).

All participants (except one) were off study treatment on 30 June 2011. All efficacy analysis and safety analysis was performed using the cut-off date of June 2011. One participant continued treatment till 11 March 2012. For this participant, adverse events were collected upto 19 April 2012 and included in the safety analysis."
"NCT00364611","Breast Cancer","Drug","Trastuzumab","Completed","United States","Pilot Study of Docetaxel & Bevacizumab +/- Trastuzumab in First-Line Treatment of Patients With Metastatic Breast Cancer","Pilot, phase II, parallel-group, open-label, noncomparative, prospective, multicenter study designed to evaluate the progression-free survival of docetaxel and bevacizumab ± trastuzumab for the first-line treatment of participants with metastatic breast cancer. Participants were stratified according to human epidermal growth factor receptor-2 (HER2) status at the time of enrollment. HER2 negative participants were assigned to receive docetaxel and bevacizumab (DB). HER2 positive participants were assigned to receive docetaxel, bevacizumab, and trastuzumab (DBT).

All participants (except one) were off study treatment on 30 June 2011. All efficacy analysis and safety analysis was performed using the cut-off date of June 2011. One participant continued treatment till 11 March 2012. For this participant, adverse events were collected upto 19 April 2012 and included in the safety analysis."
"NCT00365105","Breast Cancer","Drug","Sm-153","Completed","United States","Zoledronate, Vitamin D, and Calcium With or Without Strontium 89 or Samarium 153 in Preventing or Delaying Bone Problems in Patients With Bone Metastases From Prostate Cancer, Lung Cancer, or Breast Cancer","RATIONALE: Zoledronate, vitamin D and calcium may prevent or delay bone pain and other symptoms caused by bone metastases. It is not yet known whether giving zoledronate together with vitamin D and calcium is more effective with or without strontium 89 or samarium 153 in treating patients with bone metastases from prostate cancer, lung cancer, or breast cancer.

PURPOSE: This randomized phase III trial is studying zoledronate, vitamin D, and calcium to see how well they work compared to zoledronate, vitamin D, calcium, and either strontium 89 or samarium 153 in preventing or delaying bone problems in patients with bone metastases from prostate cancer, lung cancer, or breast cancer."
"NCT00365105","Breast Cancer","Drug","zoledronic acid","Completed","United States","Zoledronate, Vitamin D, and Calcium With or Without Strontium 89 or Samarium 153 in Preventing or Delaying Bone Problems in Patients With Bone Metastases From Prostate Cancer, Lung Cancer, or Breast Cancer","RATIONALE: Zoledronate, vitamin D and calcium may prevent or delay bone pain and other symptoms caused by bone metastases. It is not yet known whether giving zoledronate together with vitamin D and calcium is more effective with or without strontium 89 or samarium 153 in treating patients with bone metastases from prostate cancer, lung cancer, or breast cancer.

PURPOSE: This randomized phase III trial is studying zoledronate, vitamin D, and calcium to see how well they work compared to zoledronate, vitamin D, calcium, and either strontium 89 or samarium 153 in preventing or delaying bone problems in patients with bone metastases from prostate cancer, lung cancer, or breast cancer."
"NCT00365105","Lung Cancer","Drug","Sm-153","Completed","United States","Zoledronate, Vitamin D, and Calcium With or Without Strontium 89 or Samarium 153 in Preventing or Delaying Bone Problems in Patients With Bone Metastases From Prostate Cancer, Lung Cancer, or Breast Cancer","RATIONALE: Zoledronate, vitamin D and calcium may prevent or delay bone pain and other symptoms caused by bone metastases. It is not yet known whether giving zoledronate together with vitamin D and calcium is more effective with or without strontium 89 or samarium 153 in treating patients with bone metastases from prostate cancer, lung cancer, or breast cancer.

PURPOSE: This randomized phase III trial is studying zoledronate, vitamin D, and calcium to see how well they work compared to zoledronate, vitamin D, calcium, and either strontium 89 or samarium 153 in preventing or delaying bone problems in patients with bone metastases from prostate cancer, lung cancer, or breast cancer."
"NCT00365105","Lung Cancer","Drug","zoledronic acid","Completed","United States","Zoledronate, Vitamin D, and Calcium With or Without Strontium 89 or Samarium 153 in Preventing or Delaying Bone Problems in Patients With Bone Metastases From Prostate Cancer, Lung Cancer, or Breast Cancer","RATIONALE: Zoledronate, vitamin D and calcium may prevent or delay bone pain and other symptoms caused by bone metastases. It is not yet known whether giving zoledronate together with vitamin D and calcium is more effective with or without strontium 89 or samarium 153 in treating patients with bone metastases from prostate cancer, lung cancer, or breast cancer.

PURPOSE: This randomized phase III trial is studying zoledronate, vitamin D, and calcium to see how well they work compared to zoledronate, vitamin D, calcium, and either strontium 89 or samarium 153 in preventing or delaying bone problems in patients with bone metastases from prostate cancer, lung cancer, or breast cancer."
"NCT00365365","Breast Cancer","Drug","Bevacizumab and trastuzumab maintenance therapy","Completed","United States","Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer","This is a phase IIb, randomized, parallel-group, noncomparative, multicenter, pilot study designed to evaluate the safety and efficacy of bevacizumab with or without (+/-) trastuzumab administered with three different docetaxel-based combination regimens for the adjuvant treatment of participants with node positive or high-risk node negative breast cancer."
"NCT00365365","Breast Cancer","Drug","Bevacizumab maintenance therapy","Completed","United States","Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer","This is a phase IIb, randomized, parallel-group, noncomparative, multicenter, pilot study designed to evaluate the safety and efficacy of bevacizumab with or without (+/-) trastuzumab administered with three different docetaxel-based combination regimens for the adjuvant treatment of participants with node positive or high-risk node negative breast cancer."
"NCT00365365","Breast Cancer","Drug","Docetaxel, carboplatin, trastuzumab (TCH) + bevacizumab","Completed","United States","Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer","This is a phase IIb, randomized, parallel-group, noncomparative, multicenter, pilot study designed to evaluate the safety and efficacy of bevacizumab with or without (+/-) trastuzumab administered with three different docetaxel-based combination regimens for the adjuvant treatment of participants with node positive or high-risk node negative breast cancer."
"NCT00365365","Breast Cancer","Drug","Docetaxel, doxorubicin, cyclophosphamide (TAC) + bevacizumab","Completed","United States","Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer","This is a phase IIb, randomized, parallel-group, noncomparative, multicenter, pilot study designed to evaluate the safety and efficacy of bevacizumab with or without (+/-) trastuzumab administered with three different docetaxel-based combination regimens for the adjuvant treatment of participants with node positive or high-risk node negative breast cancer."
"NCT00365365","Breast Cancer","Drug","Docetaxel (T) + bevacizumab","Completed","United States","Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer","This is a phase IIb, randomized, parallel-group, noncomparative, multicenter, pilot study designed to evaluate the safety and efficacy of bevacizumab with or without (+/-) trastuzumab administered with three different docetaxel-based combination regimens for the adjuvant treatment of participants with node positive or high-risk node negative breast cancer."
"NCT00365365","Breast Cancer","Drug","Doxorubicin and cyclophosphamide (AC) + bevacizumab","Completed","United States","Safety & Efficacy of Three Docetaxel-Based Chemotherapy Regimens Plus Bevacizumab With or Without Trastuzumab for Adjuvant Treatment of Patients With Breast Cancer","This is a phase IIb, randomized, parallel-group, noncomparative, multicenter, pilot study designed to evaluate the safety and efficacy of bevacizumab with or without (+/-) trastuzumab administered with three different docetaxel-based combination regimens for the adjuvant treatment of participants with node positive or high-risk node negative breast cancer."
"NCT00365417","Breast Cancer","Drug","Bevacizumab","Completed","United States","Therapy With Bevacizumab (BEV), Doxorubicin, and Cyclophosphamide Followed by BEV, Docetaxel, and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer","Bevacizumab is an angiogenesis inhibitor which means it works to stop blood vessel formation in tumors. Without new blood vessels, the growth of a tumor is slowed. Chemotherapy drugs kill cancer cells more directly. This study will evaluate:

How bevacizumab, given with chemotherapy before surgery, and then bevacizumab given alone after surgery, will affect locally advanced breast tumors
Side effects from adding bevacizumab to chemotherapy
Whether adding bevacizumab to chemotherapy for breast cancer will affect the heart
If receiving bevacizumab will have any effect on how patients recover from surgery
Side effects of the combinations of drugs used in this study"
"NCT00365417","Breast Cancer","Drug","Capecitabine","Completed","United States","Therapy With Bevacizumab (BEV), Doxorubicin, and Cyclophosphamide Followed by BEV, Docetaxel, and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer","Bevacizumab is an angiogenesis inhibitor which means it works to stop blood vessel formation in tumors. Without new blood vessels, the growth of a tumor is slowed. Chemotherapy drugs kill cancer cells more directly. This study will evaluate:

How bevacizumab, given with chemotherapy before surgery, and then bevacizumab given alone after surgery, will affect locally advanced breast tumors
Side effects from adding bevacizumab to chemotherapy
Whether adding bevacizumab to chemotherapy for breast cancer will affect the heart
If receiving bevacizumab will have any effect on how patients recover from surgery
Side effects of the combinations of drugs used in this study"
"NCT00365417","Breast Cancer","Drug","Cyclophosphamide","Completed","United States","Therapy With Bevacizumab (BEV), Doxorubicin, and Cyclophosphamide Followed by BEV, Docetaxel, and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer","Bevacizumab is an angiogenesis inhibitor which means it works to stop blood vessel formation in tumors. Without new blood vessels, the growth of a tumor is slowed. Chemotherapy drugs kill cancer cells more directly. This study will evaluate:

How bevacizumab, given with chemotherapy before surgery, and then bevacizumab given alone after surgery, will affect locally advanced breast tumors
Side effects from adding bevacizumab to chemotherapy
Whether adding bevacizumab to chemotherapy for breast cancer will affect the heart
If receiving bevacizumab will have any effect on how patients recover from surgery
Side effects of the combinations of drugs used in this study"
"NCT00365417","Breast Cancer","Drug","Docetaxel","Completed","United States","Therapy With Bevacizumab (BEV), Doxorubicin, and Cyclophosphamide Followed by BEV, Docetaxel, and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer","Bevacizumab is an angiogenesis inhibitor which means it works to stop blood vessel formation in tumors. Without new blood vessels, the growth of a tumor is slowed. Chemotherapy drugs kill cancer cells more directly. This study will evaluate:

How bevacizumab, given with chemotherapy before surgery, and then bevacizumab given alone after surgery, will affect locally advanced breast tumors
Side effects from adding bevacizumab to chemotherapy
Whether adding bevacizumab to chemotherapy for breast cancer will affect the heart
If receiving bevacizumab will have any effect on how patients recover from surgery
Side effects of the combinations of drugs used in this study"
"NCT00365417","Breast Cancer","Drug","Doxorubicin","Completed","United States","Therapy With Bevacizumab (BEV), Doxorubicin, and Cyclophosphamide Followed by BEV, Docetaxel, and Capecitabine Before Surgery Followed by BEV Alone After Surgery for Women With Locally Advanced Breast Cancer","Bevacizumab is an angiogenesis inhibitor which means it works to stop blood vessel formation in tumors. Without new blood vessels, the growth of a tumor is slowed. Chemotherapy drugs kill cancer cells more directly. This study will evaluate:

How bevacizumab, given with chemotherapy before surgery, and then bevacizumab given alone after surgery, will affect locally advanced breast tumors
Side effects from adding bevacizumab to chemotherapy
Whether adding bevacizumab to chemotherapy for breast cancer will affect the heart
If receiving bevacizumab will have any effect on how patients recover from surgery
Side effects of the combinations of drugs used in this study"
"NCT00365508","Bladder Cancer","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Bladder Cancer","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Esophageal Cancer","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Esophageal Cancer","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Head and Neck Cancer","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Head and Neck Cancer","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Leukemia","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Leukemia","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Liver Cancer","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Liver Cancer","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Lung Cancer","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Lung Cancer","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Pancreatic Cancer","Drug","nicotine lozenge","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365508","Pancreatic Cancer","Drug","nicotine patch","Completed","United States","Counseling and Nicotine Replacement Therapy in Helping Adult Smokers Quit Smoking","RATIONALE: Stop-smoking plans, including counseling and nicotine replacement therapy, may help smokers quit smoking. It is not yet known whether counseling and the nicotine lozenge is more effective than counseling and the nicotine patch in helping adult smokers quit smoking.

PURPOSE: This randomized phase III trial is studying counseling and the nicotine lozenge to see how well they work compared to counseling and the nicotine patch in helping smokers quit smoking."
"NCT00365547","Lung Cancer","Drug","topotecan hydrochloride","Completed","United States","Topotecan and Bevacizumab in Treating Patients With Stage IIIB or Stage IV Non-Small Cell Lung Cancer That Did Not Respond to Previous Systemic Chemotherapy","RATIONALE: Drugs used in chemotherapy, such as topotecan, work in different ways to stop the growth of tumor cells, either by killing the cells or by stopping them from dividing. Monoclonal antibodies, such as Avastin (bevacizumab), can block tumor growth in different ways. Some block the ability of tumor cells to grow and spread. Others find tumor cells and help kill them or carry tumor-killing substances to them. Bevacizumab may also stop the growth of tumor cells by blocking blood flow to the tumor. Giving topotecan together with bevacizumab may kill more tumor cells.

PURPOSE: This phase II trial is studying how well giving topotecan together with bevacizumab works in treating patients with stage IIIB or stage IV non-small cell lung cancer that did not respond to previous systemic chemotherapy."
"NCT00365599","Breast Cancer","Drug","suberoylanilide hydroxamic acid (SAHA, Vorinostat)","Completed","United States","Phase II Trial of SAHA & Tamoxifen for Patients With Breast Cancer","Phase II trial to explore the efficacy of vorinostat and tamoxifen combined."
"NCT00365599","Breast Cancer","Drug","tamoxifen citrate (Tamoxifen)","Completed","United States","Phase II Trial of SAHA & Tamoxifen for Patients With Breast Cancer","Phase II trial to explore the efficacy of vorinostat and tamoxifen combined."
"NCT00365768","Leukemia","Drug","Glutamine","Completed","United States","Glutamine in Treating Neuropathy Caused by Vincristine in Young Patients With Lymphoma, Leukemia, or Solid Tumors","RATIONALE: Glutamine may help lessen neuropathy caused by chemotherapy. It is not yet known whether glutamine is more effective than a placebo in treating neuropathy caused by vincristine.

PURPOSE: This randomized phase II trial is studying glutamine to see how well it works compared to a placebo in treating neuropathy caused by vincristine in young patients with lymphoma, leukemia, or solid tumors."
"NCT00365768","Lymphoma","Drug","Glutamine","Completed","United States","Glutamine in Treating Neuropathy Caused by Vincristine in Young Patients With Lymphoma, Leukemia, or Solid Tumors","RATIONALE: Glutamine may help lessen neuropathy caused by chemotherapy. It is not yet known whether glutamine is more effective than a placebo in treating neuropathy caused by vincristine.

PURPOSE: This randomized phase II trial is studying glutamine to see how well it works compared to a placebo in treating neuropathy caused by vincristine in young patients with lymphoma, leukemia, or solid tumors."
"NCT00365768","Sarcoma","Drug","Glutamine","Completed","United States","Glutamine in Treating Neuropathy Caused by Vincristine in Young Patients With Lymphoma, Leukemia, or Solid Tumors","RATIONALE: Glutamine may help lessen neuropathy caused by chemotherapy. It is not yet known whether glutamine is more effective than a placebo in treating neuropathy caused by vincristine.

PURPOSE: This randomized phase II trial is studying glutamine to see how well it works compared to a placebo in treating neuropathy caused by vincristine in young patients with lymphoma, leukemia, or solid tumors."
"NCT00366457","Pancreatic Cancer","Drug","Bevacizumab","Completed","United States","Gemcitabine, Bevacizumab and Erlotinib in Pancreatic Cancer","The main purpose of this study is to learn whether or not the combination of gemcitabine, bevacizumab and erlotinib works in treating patients with advanced or metastatic pancreatic cancer. Bevacizumab is a new anti-cancer drug. It is an antibody that works to slow or stop cell growth in cancerous tumors by decreasing the blood supply to the tumors. It is approved by the FDA for the treatment of colorectal cancer but is still considered investigational for treating pancreatic cancer."
"NCT00366457","Pancreatic Cancer","Drug","Erlotinib","Completed","United States","Gemcitabine, Bevacizumab and Erlotinib in Pancreatic Cancer","The main purpose of this study is to learn whether or not the combination of gemcitabine, bevacizumab and erlotinib works in treating patients with advanced or metastatic pancreatic cancer. Bevacizumab is a new anti-cancer drug. It is an antibody that works to slow or stop cell growth in cancerous tumors by decreasing the blood supply to the tumors. It is approved by the FDA for the treatment of colorectal cancer but is still considered investigational for treating pancreatic cancer."
"NCT00366457","Pancreatic Cancer","Drug","Gemcitabine","Completed","United States","Gemcitabine, Bevacizumab and Erlotinib in Pancreatic Cancer","The main purpose of this study is to learn whether or not the combination of gemcitabine, bevacizumab and erlotinib works in treating patients with advanced or metastatic pancreatic cancer. Bevacizumab is a new anti-cancer drug. It is an antibody that works to slow or stop cell growth in cancerous tumors by decreasing the blood supply to the tumors. It is approved by the FDA for the treatment of colorectal cancer but is still considered investigational for treating pancreatic cancer."
"NCT00369564","Leukemia","Drug","glutamic acid","Completed","United States","Glutamic Acid in Reducing Nerve Damage Caused by Vincristine in Young Patients With Cancer","RATIONALE: Glutamic acid may help lessen or prevent nerve damage caused by vincristine. It is not yet known whether glutamic acid is more effective than a placebo in preventing nerve damage in patients receiving vincristine for Wilms' tumor, rhabdomyosarcoma, acute lymphoblastic leukemia, or non-Hodgkin's lymphoma.

PURPOSE: This randomized phase III trial is studying glutamic acid to see how well it works compared to a placebo in reducing nerve damage caused by vincristine in young patients receiving vincristine for Wilms' tumor, rhabdomyosarcoma, acute lymphoblastic leukemia, or non-Hodgkin's lymphoma."
"NCT00369564","Lymphoma","Drug","glutamic acid","Completed","United States","Glutamic Acid in Reducing Nerve Damage Caused by Vincristine in Young Patients With Cancer","RATIONALE: Glutamic acid may help lessen or prevent nerve damage caused by vincristine. It is not yet known whether glutamic acid is more effective than a placebo in preventing nerve damage in patients receiving vincristine for Wilms' tumor, rhabdomyosarcoma, acute lymphoblastic leukemia, or non-Hodgkin's lymphoma.

PURPOSE: This randomized phase III trial is studying glutamic acid to see how well it works compared to a placebo in reducing nerve damage caused by vincristine in young patients receiving vincristine for Wilms' tumor, rhabdomyosarcoma, acute lymphoblastic leukemia, or non-Hodgkin's lymphoma."
"NCT00369564","Sarcoma","Drug","glutamic acid","Completed","United States","Glutamic Acid in Reducing Nerve Damage Caused by Vincristine in Young Patients With Cancer","RATIONALE: Glutamic acid may help lessen or prevent nerve damage caused by vincristine. It is not yet known whether glutamic acid is more effective than a placebo in preventing nerve damage in patients receiving vincristine for Wilms' tumor, rhabdomyosarcoma, acute lymphoblastic leukemia, or non-Hodgkin's lymphoma.

PURPOSE: This randomized phase III trial is studying glutamic acid to see how well it works compared to a placebo in reducing nerve damage caused by vincristine in young patients receiving vincristine for Wilms' tumor, rhabdomyosarcoma, acute lymphoblastic leukemia, or non-Hodgkin's lymphoma."
"NCT00369681","Lymphoma","Drug","Bleomycin","Completed","United States","Phase 2 Study of Rituximab-ABVD in Classical Hodgkin Lymphoma","RATIONALE: Monoclonal antibodies, such as rituximab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving rituximab together with combination chemotherapy may kill more cancer cells.

PURPOSE: This phase II trial is studying how well giving rituximab together with combination chemotherapy works in treating patients with newly diagnosed stage II, stage III, or stage IV Hodgkin's lymphoma."
"NCT00369681","Lymphoma","Drug","Dacarbazine","Completed","United States","Phase 2 Study of Rituximab-ABVD in Classical Hodgkin Lymphoma","RATIONALE: Monoclonal antibodies, such as rituximab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving rituximab together with combination chemotherapy may kill more cancer cells.

PURPOSE: This phase II trial is studying how well giving rituximab together with combination chemotherapy works in treating patients with newly diagnosed stage II, stage III, or stage IV Hodgkin's lymphoma."
"NCT00369681","Lymphoma","Drug","Doxorubicin","Completed","United States","Phase 2 Study of Rituximab-ABVD in Classical Hodgkin Lymphoma","RATIONALE: Monoclonal antibodies, such as rituximab, can block cancer growth in different ways. Some block the ability of cancer cells to grow and spread. Others find cancer cells and help kill them or carry cancer-killing substances to them. Drugs used in chemotherapy work in different ways to stop the growth of cancer cells, either by killing the cells or by stopping them from dividing. Giving rituximab together with combination chemotherapy may kill more cancer cells.

PURPOSE: This phase II trial is studying how well giving rituximab together with combination chemotherapy works in treating patients with newly diagnosed stage II, stage III, or stage IV Hodgkin's lymphoma."
